Mon Apr  5 19:13:09 2021    output.prof

         253110579 function calls (246500929 primitive calls) in 208.645 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:6674(type_aliases_gen)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/json/_json.py:202(FrameWriter)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/defchararray.py:1805(chararray)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/_globals.py:65(__new__)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_type_aliases.py:67(<genexpr>)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pprint.py:103(PrettyPrinter)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:5283(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/typing.py:798(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/arrays/string_.py:352(_add_arithmetic_ops)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/api.py:3(<module>)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2363(ObjectBlock)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/locale.py:575(getlocale)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/fft/_backend.py:46(set_global_backend)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/dateutil/parser/_parser.py:1379(_result)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/ctypes/__init__.py:506(cast)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/linalg/_expm_frechet.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/ops/methods.py:89(_wrap_inplace_method)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/special/_spherical_bessel.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/common.py:67(_expand_user)
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/dateutil/tz/tz.py:41(tzutc)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:280(construct_from_string)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_continuous_distns.py:1446(expon_gen)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:10706(_doc_parms)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/numeric.py:75(zeros_like)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/base.py:1032(__iter__)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/ops/methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/_lib/_util.py:174(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:519(set)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/computation/expr.py:258(disallow)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/_config/config.py:491(deprecate_option)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py:1558(datetime)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_continuous_distns.py:563(beta_gen)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/coroutines.py:18(_is_debug_mode)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1392(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/_lib/doccer.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:5199(_consolidate_inplace)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/function_base.py:1589(trim_zeros)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:1994(inferred_type)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_continuous_distns.py:4980(lognorm_gen)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/urllib/parse.py:417(urlsplit)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:5487(_add_logical_methods_disabled)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/reshape/concat.py:290(_Concatenator)
       88    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/typing.py:1149(cast)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/computation/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/pytables.py:1877(IndexCol)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/interpolate/_pade.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/common.py:750(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/parsers.py:1655(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/window/common.py:46(WindowGroupByMixin)
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/json/decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/typing.py:845(Generic)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/linalg/_decomp_polar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/datetime.py:819(__new__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/unittest/case.py:424(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/_testing.py:114(set_testing_mode)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/linalg/_norm.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/numeric.py:824(outer)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/dia.py:16(dia_matrix)
       50    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/enum.py:659(name)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/collections/abc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/distutils/version.py:51(__lt__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/ufunclike.py:16(_deprecate_out_named_y)
       63    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/linalg/blas.py:252(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/pytables.py:4391(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_distr_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/spatial/__init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/dateutil/tz/_common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/linalg/dsolve/__init__.py:62(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/arrayprint.py:458(decorating_function)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/_collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pytz/tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:5188(_protect_consolidate)
